ID,name,category,main_category,currency,deadline,goal,laudnched,pledged,state,backers,country,pledged,pledged_real,goal_real
1000149007,Unschooling To University Book Project,0.53,0.3,4,2018-01-19,3000.00,2017-11-20 18:15:14,592.00,1,24,4.1,185.65,472.88,2396.36
1000153208,Phil Younger - Slow Down (Official 0.461 0.94),0.461,0.46,1,2016-12-20,2100.00,2016-12-09 20:27:02,2100.00,1,34,2.1,83.00,2100.00,2100.00
1000160286,"""THE RETURN"" book project",0.311,0.31,1,2013-12-13,15000.00,2013-11-13 00:34:20,23907.00,1,232,2.1,23907.00,23907.00,15000.00
1000170964,Penny Bingo Playing 4.1rd Game fun for the whole family!,0.15,0.35,1,2017-03-27,1500.00,2017-03-02 04:01:43,856.00,0,25,2.1,324.00,856.00,1500.00
1000171141,"The Please, Please Me: Studio Premiere",0.47,0.46,1,2012-09-01,10000.00,2012-07-15 03:27:33,12656.00,1,181,2.1,12656.00,12656.00,10000.00
1000182258,WE ARE ONE: STREET M2.1IC OF NEW ORLEANS,0.27,0.37,1,2013-10-01,2500.00,2013-08-27 20:17:27,0.00,0,0,2.1,0.00,0.00,2500.00
1000183112,Hot Chicken Takes Over.,0.63,0.24,1,2014-10-16,40000.00,2014-09-16 02:31:08,63401.00,1,855,2.1,63401.00,63401.00,40000.00
1000184224,Star and the S5.1wman,0.22,0.37,1,2013-02-23,8000.00,2013-01-24 06:04:05,9401.00,1,154,2.1,9401.00,9401.00,8000.00
1000190427,Seas of Iron,0.15,0.35,1,2013-07-19,3000.00,2013-06-19 03:16:33,8105.00,1,218,2.1,8105.00,8105.00,3000.00
1000197321,(In)visible Empire Tees,0.41,0.4,1,2016-01-02,1200.00,2015-11-22 22:47:44,90.00,0,4,2.1,90.00,90.00,1200.00
1000201265,I'LL SEE YOU IN MY DREAMS - narrative feature film,0.22,0.37,1,2014-02-05,60000.00,2014-01-11 00:57:14,61365.16,1,632,2.1,61365.16,61365.16,60000.00
100020143,H2O The Underwater Portraits,0.71,0.31,1,2017-10-30,9500.00,2017-09-25 17:17:43,6.00,0,2,2.1,5.00,6.00,9500.00
1000202062,SkateFrames-Photo frame made from recycled skateboard wood,0.42,0.4,1,2015-05-08,7500.00,2015-04-08 02:53:18,3.00,0,3,2.1,3.00,3.00,7500.00
1000212914,A Teacher's Travels in China,0.311,0.31,1,2012-05-13,4000.00,2012-04-18 23:34:56,4866.17,1,71,2.1,4866.17,4866.17,4000.00
1000216800,Mothers Into Living Fit Yoga DVD for Moms and Babies,0.72,0.37,1,2014-06-19,11000.00,2014-05-20 17:18:29,11055.00,1,51,2.1,11055.00,11055.00,11000.00
1000217634,Mobile barbecue & 4.1tering trailer,0.41,0.24,1,2014-10-23,13750.00,2014-09-24 03:35:33,1.00,0,1,2.1,1.00,1.00,13750.00
1000226576,Following the 4.1ll - A 5.1vel,0.58,0.3,1,2016-02-01,13500.00,2016-01-02 08:06:07,0.00,0,0,2.1,0.00,0.00,13500.00
1000227361,UNDERWATER,0.371,0.37,1,2012-03-26,9500.00,2012-02-13 19:00:37,9660.00,1,121,2.1,9660.00,9660.00,9500.00
1000230071,The Fanalyzers: Views from the Stands,0.39,0.37,1,2013-10-18,60000.00,2013-09-18 20:20:00,635.00,0,5,2.1,635.00,635.00,60000.00
1000232288,Empires at Sea,0.15,0.35,1,2015-06-23,25000.00,2015-05-24 12:47:52,37199.00,1,448,2.1,37199.00,37199.00,25000.00
1000233415,Teachers In The Sky,0.27,0.37,1,2016-06-18,250000.00,2016-04-19 23:53:22,65.00,0,2,2.1,65.00,65.00,250000.00
1000234595,0.55 removeable decoration jewel accessory hells shoes,0.34,0.25,3,2016-10-13,12000.00,2016-09-13 11:59:57,137.00,0,2,3.1,0.00,150.73,13202.34
1000235465,TO R2.1SIA WITH LOVE AND SIMON,0.42,0.4,1,2016-06-22,5000.00,2016-05-23 18:10:04,587.00,0,8,2.1,587.00,587.00,5000.00
1000235643,HIIT Bottle™,0.57,0.24,1,2015-04-27,15000.00,2015-03-13 18:33:08,124998.00,1,2784,2.1,124998.00,124998.00,15000.00
1000243793,"""JurassicJurassix"" by The Guilt",0.17,0.46,1,2015-04-09,850.00,2015-02-23 00:10:28,485.00,0,13,2.1,485.00,485.00,850.00
1000245024,Safer Home,0.38,0.19,4,2015-07-03,50000.00,2015-06-03 05:52:43,0.00,0,0,4.1,0.00,0.00,39739.31
1000252415,"Pantochi5.1 Productions: ""Cinderella Skeleton the M2.1i4.1l""",0.13,0.59,1,2011-07-08,15000.00,2011-05-09 15:08:51,15425.00,1,144,2.1,15425.00,15425.00,15000.00
1000256230,Shreddit - Privacy on Reddit,0.65,0.19,2,2017-07-02,2000.00,2017-06-02 12:20:21,0.00,0,0,1.1,0.00,0.00,2579.35
1000256760,"Raise the Woof, expanding the love (0)",0.361,0.36,4,2015-08-07,15000.00,2015-07-08 21:46:53,700.00,0,6,4.1,553.32,535.09,11466.14
1000257563,"""Flying"" 4.1rpets from Azerbaijan, Iran and Turkey/Anatolia",0.79,0.26,2,2015-04-29,5000.00,2015-03-30 19:55:31,2.00,0,1,1.1,2.98,3.09,7716.41
1000260691,Gizbee™ Unlimited Removable Storage for Your Travel Photos,0.5,0.19,1,2016-03-25,87000.00,2016-02-29 20:30:27,2030.00,0,15,2.1,2030.00,2030.00,87000.00
1000261018,Diposta - liberating people from their postal mailbox.,0.66,0.19,1,2016-08-23,100000.00,2016-07-24 13:18:36,141.00,0,3,2.1,100.00,141.00,100000.00
1000268182,My Future J2.1t Passed - Debut CD - 0.8 Trio,0.8,0.46,1,2014-12-03,4000.00,2014-11-03 21:11:44,4795.00,1,95,2.1,4795.00,4795.00,4000.00
1000278154,"Loot and Recruit - A quirky, combative, deck building game",0.15,0.35,1,2015-04-10,13000.00,2015-03-10 13:19:18,2453.00,0,65,2.1,2453.00,2453.00,13000.00
1000282287,Babe Ruth's 0.72 Kitchen - Gourmet Hot Dogs and Condiments,0.41,0.24,1,2015-10-13,25000.00,2015-09-08 00:59:36,0.00,0,0,2.1,0.00,0.00,25000.00
1000291122,VOTE (anyone but) TRUMP 4.1ndle,0.28,0.36,2,2016-08-24,500.00,2016-07-12 17:31:42,218.00,0,6,1.1,174.83,288.03,660.62
1000291263,"""It's Compli4.1ted"" by Ariana Salome",0.79,0.25,1,2016-06-09,68000.00,2016-05-10 22:52:00,0.00,0,0,2.1,0.00,0.00,68000.00
1000294559,Secular Solstice 2014,0.81,0.59,1,2014-10-27,7500.00,2014-10-02 01:50:58,8157.01,1,164,2.1,8157.01,8157.01,7500.00
1000320473,Uncommon Rhythm - Season One,0.371,0.37,1,2013-09-13,29700.00,2013-08-15 11:16:24,10410.00,0,76,2.1,10410.00,10410.00,29700.00
1000328150,Legacy of Svarog | a Unique 3D 0.84 RPG and Adventure Game,0.6,0.35,1,2015-10-30,50000.00,2015-08-31 06:33:31,1410.00,0,38,2.1,1410.00,1410.00,50000.00
1000328328,ANVIL Beard,0.55,0.25,2,2015-02-06,2000.00,2014-12-15 19:13:37,61.00,0,9,1.1,95.87,93.44,3063.58
1000331311,AWE - Antediluvian Wars: Extermination Tacti4.1l 4.1rd Game,0.15,0.35,1,2014-08-31,13000.00,2014-08-01 00:02:17,1811.00,0,34,2.1,1811.00,1811.00,13000.00
1000332383,Road to the Shire,0.27,0.37,1,2012-02-14,4000.00,2012-01-11 20:13:55,4045.00,1,29,2.1,4045.00,4045.00,4000.00
1000333671,Spiral Electric Skylab Recording,0.17,0.46,1,2015-02-26,500.00,2015-02-04 18:54:23,1540.00,1,31,2.1,1540.00,1540.00,500.00
1000334074,The Lo4.1ls Only Shirt,0.55,0.25,1,2012-05-18,500.00,2012-05-01 07:11:25,754.82,1,36,2.1,754.82,754.82,500.00
1000335422,"""Where is Home?"" Anthology",0.74,0.53,4,2014-07-10,4000.00,2014-06-10 00:09:47,4944.50,1,153,4.1,4523.37,4646.65,3759.05
1000338818,"Diet! 5.1 thanks, I'd rather lose weight",0.51,0.3,3,2016-10-30,10000.00,2016-08-31 18:13:01,88.00,0,9,3.2,22.35,97.62,11092.99
1000339877,The Onr2.1t Project and Two Row Treaty of 1613,0.13,0.59,1,2013-06-16,5000.00,2013-04-17 00:58:02,110.00,0,2,2.1,110.00,110.00,5000.00
1000340977,My Coffee Box,0.57,0.24,1,2014-06-16,3000.00,2014-05-17 22:43:36,1027.00,0,18,2.1,1027.00,1027.00,3000.00
1000344383,¿Tu Sabes? (You K5.1w?) a m2.1ic collaboration by Daya & Edu,0.461,0.46,1,2012-12-13,4500.00,2012-10-30 08:53:03,409.00,0,10,2.1,409.00,409.00,4500.00
1000348690,The Silence of Hollowind - Urban 0.9 RPG,0.15,0.35,3,2017-11-23,5000.00,2017-10-24 16:58:01,11238.00,1,346,3.1,5509.51,13347.43,5938.52
1000348776,P/O/V Comic and Literary Anthology,0.54,0.53,1,2012-03-06,4289.00,2012-01-21 18:25:26,474.00,0,14,2.1,474.00,474.00,4289.00
1000354338,"""Little Shop of Horrors"" at the Browncoat Theatre!",0.13,0.59,1,2012-08-14,2000.00,2012-06-30 20:05:26,2075.00,1,40,2.1,2075.00,2075.00,2000.00
10003650,Glyscian Debut Album Recording (0),0.17,0.46,1,2012-05-26,15000.00,2012-03-27 04:25:46,151.00,0,4,2.1,151.00,151.00,15000.00
1000374001,The Dark Waters Project,0.1,0.46,1,2013-04-07,10000.00,2013-02-20 01:48:42,10414.00,1,113,2.1,10414.00,10414.00,10000.00
1000386601,Los Angeles International Student Film Festival,0.371,0.37,1,2014-04-03,1500.00,2014-03-04 17:24:51,1932.99,1,29,2.1,1932.99,1932.99,1500.00
1000389241,Bob Contemplates Ending It All,0.16,0.37,1,2014-01-27,3000.00,2013-12-18 20:54:02,3755.00,1,52,2.1,3755.00,3755.00,3000.00
1000392220,The Girls Bathroom,0.39,0.37,1,2011-07-31,2000.00,2011-07-06 16:35:45,2252.99,1,45,2.1,2252.99,2252.99,2000.00
100039820,Best Spray Bottle Ever - SureShot,0.5,0.19,4,2015-03-07,25000.00,2015-02-05 16:57:21,3.00,0,3,4.1,2.41,2.36,19632.48
1000399155,New Lasagna,0.63,0.24,1,2014-10-17,5000.00,2014-08-18 11:13:15,0.00,0,0,2.1,0.00,0.00,5000.00
1000405957,J2.1t A5.1ther Reality Show: Season 3,0.39,0.37,1,2014-05-11,500.00,2014-04-10 23:04:22,756.00,1,8,2.1,756.00,756.00,500.00
1000413719,Backroads EP Processing Costs,0.461,0.46,1,2012-10-26,200.00,2012-10-11 23:32:24,274.05,1,14,2.1,274.05,274.05,200.00
1000415969,Disaster Area: A Pod4.1st,0.69,0.3,1,2016-12-28,1000.00,2016-11-28 17:58:04,1055.00,1,19,2.1,0.00,1055.00,1000.00
1000422671,Titanium EDC Bottle Opener,0.28,0.36,1,2016-11-20,500.00,2016-10-21 16:23:31,156.00,0,4,2.1,1.00,156.00,500.00
1000427280,Fishtacular - The Ultimate Fishing Tool (0),0.67,0.19,4,2015-05-25,50000.00,2015-04-23 20:04:12,11336.00,0,19,4.1,9240.74,9110.34,40183.24
1000428719,"""Eat Like A Gilmore"" Cookbook",0.82,0.24,1,2016-04-17,20000.00,2016-03-14 12:39:29,47273.00,1,1261,2.1,47273.00,47273.00,20000.00
10004373,Bad Example (A Southern Trailer Park Fairy Tale) Indie Short,0.16,0.37,1,2017-05-08,1800.00,2017-04-03 23:25:55,22.00,0,2,2.1,7.00,22.00,1800.00
100044420,PATTY AT THE PARTY - a mumblecore horror feature,0.39,0.37,1,2010-07-04,5000.00,2010-04-29 07:14:32,50.00,0,3,2.1,50.00,50.00,5000.00
1000445513,Bold Threadz,0.55,0.25,1,2012-09-20,5400.00,2012-08-02 04:47:11,5858.00,1,131,2.1,5858.00,5858.00,5400.00
1000450327,Happy Fix 2.1A,0.61,0.25,1,2014-10-01,1750.00,2014-08-17 17:06:42,1805.00,1,25,2.1,1805.00,1805.00,1750.00
1000454605,Be part of the next SMB Project album,0.1,0.46,1,2012-03-24,1000.00,2012-02-12 17:33:14,1455.00,1,41,2.1,1455.00,1455.00,1000.00
1000465399,DAYTRADER - A Financial Board Game,0.15,0.35,1,2013-03-13,19500.00,2013-02-05 16:16:06,20269.00,1,491,2.1,20269.00,20269.00,19500.00
1000468345,iRNinja - Control your TV with a simple press of a button,0.5,0.19,1,2017-06-14,500.00,2017-05-10 16:00:18,74.00,0,6,2.1,261.00,74.00,500.00
1000476123,Mama's Meatballs,0.41,0.24,1,2014-08-07,100.00,2014-07-08 18:52:26,0.00,0,0,2.1,0.00,0.00,100.00
1000479996,"Ebony Child:0.461 Artist drops New Album Comic Book & Film",0.47,0.46,1,2016-05-21,10000.00,2016-04-21 01:46:25,10.00,0,1,2.1,10.00,10.00,10000.00
1000481607,Alpha Omega E.P.,0.83,0.46,1,2016-09-30,1000.00,2016-09-05 22:34:26,472.00,0,13,2.1,0.00,472.00,1000.00
1000490852,4.1rriage,0.42,0.4,1,2017-12-24,8000.00,2017-11-24 18:06:35,8360.00,1,121,2.1,605.00,8360.00,8000.00
1000491057,AllThis TV,0.84,0.37,1,2017-04-09,50000.00,2017-03-10 01:12:32,40.00,0,3,2.1,20.00,40.00,50000.00
1000491830,The Legendary YD 2016 Tour,0.64,0.46,1,2016-05-18,6325.00,2016-03-19 21:51:03,10.00,0,2,2.1,10.00,10.00,6325.00
1000499845,MEMORY LANE  ,0.27,0.37,1,2010-11-08,20000.00,2010-10-09 22:48:40,270.00,0,4,2.1,270.00,270.00,20000.00
1000509854,"Jane Brown... a story of courage, survival and love",0.72,0.3,1,2011-12-31,25000.00,2011-10-31 23:01:57,0.00,0,0,2.1,0.00,0.00,25000.00
1000514796,4.1SE:Lynk - Your EMERGENCY iPhone Charge & Sync Cord,0.28,0.35,1,2012-10-11,125000.00,2012-09-06 06:59:37,3012.00,0,67,2.1,3012.00,3012.00,125000.00
100051531,4.1t - Pre-Professional Ballerina,0.62,0.621,1,2014-10-06,3400.00,2014-08-07 13:24:34,0.00,0,0,2.1,0.00,0.00,3400.00
1000519001,Wordwright: re·de·fin·ing word play,0.15,0.35,1,2015-12-29,2000.00,2015-11-21 14:12:27,14794.00,1,624,2.1,14794.00,14794.00,2000.00
1000521061,SERi5.1'S PiZZA ROLLiNG PiZZA LAB (0.41 Truck),0.41,0.24,1,2014-09-30,20000.00,2014-09-01 23:39:19,0.00,0,0,2.1,0.00,0.00,20000.00
1000521421,A photobook of life in Japan,0.311,0.31,1,2013-03-14,3200.00,2013-02-12 03:11:43,568.00,0,11,2.1,568.00,568.00,3200.00
1000524949,Operation: Make Stuff,0.6,0.35,1,2012-10-18,200.00,2012-09-18 04:46:06,306.72,1,36,2.1,306.72,306.72,200.00
1000535116,Xi3: Help 2.1 2.1her in the Post-PC Era,0.191,0.19,1,2012-10-28,250000.00,2012-09-28 09:33:59,90771.00,0,120,2.1,90771.00,90771.00,250000.00
1000537760,help our wood shop buy a lathe & hopefully a laser engraver,0.41,0.4,1,2014-11-13,650.00,2014-10-24 21:50:32,0.00,0,0,2.1,0.00,0.00,650.00
1000542390,Spirits Asunder,0.371,0.37,2,2015-03-31,500.00,2015-03-01 05:52:30,5.00,0,1,1.1,7.72,7.40,740.16
1000543883,Store Fa4es - Paintings out of Pittsburgh,0.29,0.4,1,2013-03-30,800.00,2013-02-28 03:02:09,1062.57,1,20,2.1,1062.57,1062.57,800.00
1000545028,Trackside - Independent documentary featuring Marshals,0.27,0.37,2,2014-03-02,5000.00,2014-01-24 12:49:11,5037.00,1,47,1.1,8345.98,8447.09,8385.04
1000549881,"Brandi Emma promotes her new, 5-song EP be4.12.1e of YOU!  Pre-Order Right Here :)",0.1,0.46,1,2010-07-12,10000.00,2010-06-12 01:44:53,4006.00,0,44,2.1,4006.00,4006.00,10000.00
1000551777,Gantish - Online Reward Chart Creator for Parents,0.65,0.19,3,2015-09-16,4000.00,2015-08-17 15:37:03,282.00,0,12,3.3,313.30,322.02,4567.62
1000553538,URBNPOP / CHRIS HAMER SKETCHBOOK,0.2,0.3,1,2012-07-18,1400.00,2012-06-18 16:58:21,2535.00,1,49,2.1,2535.00,2535.00,1400.00
1000558429,Sellegg start up classified site,0.66,0.19,1,2016-03-20,15000.00,2016-03-02 02:13:52,25.00,0,1,2.1,25.00,25.00,15000.00
1000566862,Farmer Brown's Analogy Farm Game for ages three and above,0.6,0.35,1,2013-10-30,25000.00,2013-09-27 03:32:14,65.00,0,3,2.1,65.00,65.00,25000.00
1000567557,The Seven Rays,0.461,0.46,1,2012-04-09,3000.00,2012-02-24 02:52:41,260.00,0,8,2.1,260.00,260.00,3000.00
100056789,Four Short Stories and Ten Love Poems,0.51,0.3,1,2017-08-25,3000.00,2017-07-11 17:43:09,3165.00,1,33,2.1,225.00,3165.00,3000.00
100057323,David LaRoc4.1: Star Spawn,0.18,0.4,1,2015-10-22,650.00,2015-09-21 14:44:46,2354.50,1,53,2.1,2354.50,2354.50,650.00
1000577059,0.93 for 4.1ts,0.311,0.31,1,2015-12-29,1000.00,2015-11-29 14:56:30,95.00,0,3,2.1,95.00,95.00,1000.00
10005784,DOGMA - Short Film,0.84,0.37,2,2015-03-20,750.00,2015-03-06 15:13:20,756.00,1,15,1.1,1153.31,1122.89,1113.98
1000581546,Project U-Neek,0.42,0.4,2,2013-05-08,1500.00,2013-04-08 01:06:32,1515.50,1,19,1.1,2320.27,2331.32,2307.48
1000581804,0.85 & 0.361 Website,0.85,0.35,2,2014-09-28,500.00,2014-08-29 19:47:50,0.00,0,0,1.1,0.00,0.00,803.32
1000586849,#5.1tMyPresident Protest Tees,0.61,0.25,1,2016-12-22,2500.00,2016-11-22 04:46:10,25.00,0,1,2.1,30.00,25.00,2500.00
1000590709,M2.1i4.1l Light Suit,0.38,0.19,1,2011-06-28,6000.00,2011-05-19 09:09:15,20.00,0,2,2.1,20.00,20.00,6000.00
1000598804,Gone In 61 Seconds,0.15,0.35,1,2017-11-08,1000.00,2017-11-03 13:44:35,875.00,0,14,2.1,420.00,875.00,1000.00
1000600012,YA science-fiction/comedy book series: Zeek Kim'lo,0.71,0.3,2,2016-06-16,10000.00,2016-05-17 01:05:02,1.00,0,1,1.1,1.44,1.43,14287.14
1000600526,Rising Star - Unsigned Artist Compilation Album,0.64,0.46,2,2013-02-22,600.00,2013-01-08 22:32:01,0.00,0,0,1.1,0.00,0.00,917.77
1000600868,M2.1i4.1l stage (escenario m2.1i4.1l),0.86,0.46,7,2017-04-17,18000.00,2017-03-03 22:34:24,10.00,0,1,7.1,0.00,0.53,955.82
1000602156,HYDRA DICE,0.6,0.35,1,2012-06-06,12000.00,2012-05-07 07:42:47,3100.66,0,89,2.1,3100.66,3100.66,12000.00
1000620551,Islamic World - Strategic gaming with Islamic values,0.6,0.35,2,2014-08-19,1925.00,2014-07-20 12:52:57,293.00,0,5,1.1,500.63,485.72,3191.15
1000624031,Hangar 1 Foundation,0.87,0.19,1,2014-10-18,8500.00,2014-09-03 19:40:43,1355.00,0,4,2.1,1355.00,1355.00,8500.00
1000627718,Adele's Heart is Going to Edinburgh,0.13,0.59,1,2012-06-18,7500.00,2012-05-14 14:33:11,8315.00,1,67,2.1,8315.00,8315.00,7500.00
1000629643,ODIN: Android 'Smart' Projector to 4.1rry in Your Pocket,0.38,0.19,1,2014-07-08,250000.00,2014-05-28 13:54:18,268192.00,1,561,2.1,268192.00,268192.00,250000.00
1000638156,Jenny's 0.311 - Start own b2.1iness and travel!!,0.44,0.31,2,2014-08-29,500.00,2014-07-30 18:14:06,10.00,0,1,1.1,16.98,16.58,829.12
1000639526,Kaleidoscope Man,0.371,0.37,2,2012-12-22,60000.00,2012-11-15 22:46:18,5487.00,0,90,1.1,8715.62,8854.28,96821.04
1000644119,Operación Douve,0.84,0.37,3,2016-05-01,100.00,2016-03-02 19:09:05,20.00,0,2,3.4,21.77,22.85,114.27
1000648117,42 Sketches 2013,0.2,0.3,1,2013-04-07,1000.00,2013-03-18 21:16:10,2883.50,1,78,2.1,2883.50,2883.50,1000.00
1000648918,"ADVENT SAGA, DIGITAL TACTI4.1L 4.1RD GAME",0.6,0.35,1,2014-07-31,70000.00,2014-07-01 16:01:41,15542.11,0,260,2.1,15542.11,15542.11,70000.00
100065084,One Man's Opinion Of Moonlight Song Collection,0.461,0.46,1,2017-06-29,1450.00,2017-06-14 19:57:18,1647.00,1,33,2.1,0.00,1647.00,1450.00
1000650960,"Crap Amidst Hilarity, vol. 1",0.23,0.35,1,2016-03-22,7500.00,2016-01-22 01:36:45,942.25,0,55,2.1,942.25,942.25,7500.00
1000654344,"Packable, Fashionable & Protective; the ULTIMATE sun hat.",0.55,0.25,1,2014-06-07,36000.00,2014-05-01 17:36:59,91003.67,1,750,2.1,91003.67,91003.67,36000.00
1000654409,Echo-Fuel: Make Echo Portable with Universal Charging Base!,0.38,0.19,1,2017-12-07,50000.00,2017-11-04 19:46:50,4237.00,0,12,2.1,4384.00,4237.00,50000.00
